,id,query,median_relevance,relevance_variance,product
2488,7927,lead christmas light,4,0.0,18 multi color led indoor outdoor christmas rope lights 18 foot long christmas rope light item x491840 product feature color multi color multi color consist red blue green yellow purple bulb spacing 2 inch light length 18 foot approximate thickness 0.5 inch diameter wire gauge 18 60 inch 5 foot white lead cord additional product feature super bright led bulb flexible easy install ul list indoor outdoor use 120 volt 60 hertz .06 amp 7.2 watt end connector opening 1 inch allow connect multiple set connect 300 foot 85 energy saving compare incandescent bulb include mount clip screw easy placement
2489,7929,dr lanyard,2,0.0,itw bee leitzke 79019 lanyard 2 loops 3/64x12 l pk5 lanyards 2 loops stainless steel finish nylon coated pin dia 3/64 length 12 package quantity 5
2490,7933,lego,2,0.471,lego blue brick clock cool brick clock build resemble world famous lego � � time display digital lcd screen backlight making clock easily see night snooze backlight function activate press brick
2491,7934,macbook case 13 case,2,0.943,digital treasures pocketpro padfolio case 13 good elegant mobility 14 ultrabook 13 macbook pro macbook air padded laptop case protectively conceal laptop transit padfolio case boa st padded zipper pocket secure storage carry business essential sto d neatly away choice padfolio multiple organizer pocket padfolio accomodate letter sized writing pad feature dual stylus pen holder day day business need safe secure strap closure dimension 13.25 l x 9.20 w x 2 h.
2492,7936,playstation vita system,1,0.471,ps3 12 gb console walmart exclusive play high rate game library include playstation exclusive award win aaa game like gran turismo god war uncharted ps3 12 gb console stream favorite entertainment app like netflix hulu plus amazon instant video free watch movie come life build hd blu ray player walmart exclusive sony ps3 console $ 199
2493,7938,videogame ps4,2,0.943,disney infinity disney originals 2.0 edition tinker bell figure xbox xbox 360 ps4 ps3 nintendo wii u sit living room watch favorite disney movie dream soar air agra bah fly carpet fight dangerous pirate lost boys set course far galaxy precisely fire arrow long distance film entertain year character know love embark e new adventure enjoy thrill new story line disney infinity disney originals 2.0 edition time stretch wing think happy thought soar neverland favorite fairy think happy thought fly thrill disney infinity adventure tinker bell figure allow access play set experience excitement disney infinity disney originals 2.0 edition include ready join disney iconic character awesome new story line adventure
2494,7939,rechargable battery,4,0.471,energizer recharge battery aa nimh x 8 energizer recharge battery aa nimh x 8 energizer recharge battery great use household device digital camera toy remote control flashlight portable audio player
2495,7940,dc shoe black,4,0.471,boys dc shoes rebound black grey red rebound feature upper vent hole increase ventilation tpu eyelet foam pad tongue collar lightweight mesh tongue dc performance wrap cup sole abrasion resistant sticky rubber outsole dc trademark pill pattern
2496,7944,golf shoe,4,0.0,['']
2497,7946,storage ottoman,4,0.471,venetian storage ottoman flip tray cushions espresso venetian storage ottoman flip tray cushions espresso leatherette upholstery flip serve tray ely serve seating feature -one flip tray act serve tray beverage food -open shelf storage -extra padded cushioning detail baseball stitch -feature upholstered espresso colored leatherette -distresse dimension -overall dimension 19.5 h x 18.5 w x 18.5 d.
2498,7948,boyfriend jean,4,0.0,['']
2499,7950,knife victorinox,4,0.0,victorinox hunter xt swiss army knife orange black pouch victorinox hunter xt swiss army knife new leader pack cut edge hunting knife set new standard innovative pocket knife hunter outdoor enthusiast safety reliability exceptional functionality
2500,7957,candle lantern,4,0.0,old world style candle lantern holder candle lantern come holder provide outdoorsy old world style light home patio feature distressed finish construct quality metal lantern provide year use detail intricate metal mesh screen perfect decorate mantle area lantern hang slender metal holder lavish distressed finish include 1 lantern holder materials metal lantern dimension 13 inch high x 7 inch wide x 7 inch deep holder dimension 28 inch high x 8 inch wide x 8 inch deep
2501,7960,microwave,4,0.0,sunbeam sgs90701w b white 0.7 cubic foot microwave oven item 15696078 sunbeam 0.7 cubic foot microwave oven feature 700 watt cooking power auto cooking setting prepare meal ease 10 adjustable power level opt express cooking weight defrost fast preparation led display digital timer clock provide easy viewing child safe lock feature keep peace mind
2502,7961,dress woman,4,0.471,live little women jumper dress slip comfort style woman gray jumper dress live little simple design allow dress occasion neutral color let pair bright color coordinate neutral tone
2503,7964,solar battery charger,4,0.0,solar 4512 12 volt 12/6/2a charge battery charger feature benefit automatic operation extreme ease use compatible multiple battery type include conventional agm gel cell smart clamp technology provide polarity protection safety send power clamp proper battery connection 2a mode great charge small battery extended seasonal charge unique lightweight design integrated cable management tool need battery management task charge ® 4500 series garage keep charge ready use big small summer winter matter type lead acid battery utilize multiple charge rate ability properly charge battery type charge battery service tool motorcycle personal watercraft car truck suvs
2504,7971,wheeled bike,1,0.0,sta tru 27 x 1 1/4 bolt alloy flat te axle 3/8 inch 5/16 inch silver bicycle wheel fw2714ss 27 x 1 1/4 wheel assemble usa steel hub use 3/8 flat ted axle compatible 5/16 fork build c n 14 g ucp spoke 5/8 brass nipple single wall alloy rim bolt wheel 27 x 1 1/4 wheel assemble usa steel hub use 3/8 flat ted axle compatible 5/16 fork s s build c n 14 g ucp spoke 5/8 brass nipple single wall alloy rim bolt wheel
2505,7972,infinity scarf,4,0.0,american flag infinity scarf blue red patriotic american flag infinity scarf boldly decorate unmistakable red white blue print scarf simple way perfect accessory holiday party festive event double wear versatile design infinity scarf provide endless style possibility lightweight polyester soft breathable fit
2506,7975,kobo ereader,4,0.471,kobo n905 touchscreen 6 2.0 gb wi fi ereader tablet i4123 ebay item number:271838336565 seller assume responsibility listing update nbsp;apr 18 2015 00:31:35 pdt&nbsp view revision < strong > item specifics</strong > < table > < tr > < td > condition:</td > < td > item previously item sign cosmetic wear fully operational function intend item floor model store return seller list detail description imperfection condition definition < strong>- open new window tab</strong > read < strong > condition</strong > < /td > < td > type < /td > < td > tablet</td > < /tr > < /table > < table > < tr > < td > superwrapper width 800px margin leave auto margin right auto;ф font family arial helvetica san serif font size 12px superwrapper p margin 0px pad 0px 0px 15px 0px line height 20px superwrapper h1 padding 5px 0px 15px 0px margin 0px font size 26px font weight bold letter spacing -1px color 0033cc superwrapper font weight bold text decoration underline color 990000 superwrapper hover text decoration superheader width:800px height 240px background image url('http://cs540105.vk.me c616029 v616029879/19472 obk1o9gzrvc.jpg superheaderlogo padding 10px 0px 59px 50px font family arial helvetica san serif font size 50px letter spacing -3px font weight bold margin 0px color ffffff text shadow 1px 1px 1px 000 superheadermenu margin 0px superheadermenu ul.navi padding 0px margin 0px 0px 0px 0px width 800px text align center position absolute 185px superheadermenu ul.navi li height 22px padding 0 10px 0 10px margin 0px display inline superheadermenu ul.navi li padding 0px 8px 5px 8px font 16px georgia color ffffff text decoration underline text indent 0px font weight normal margin 0 width inherit letter spacing -1px line height 30px superheadermenu ul.navi li hover color e0e6ee color ff0045 supercontentswrapper width 800px background image url('http://cs540105.vk.me c616029 v616029879/19453 v5wbjwowjhs.jpg supercontent width 800px background image url('http://cs540105.vk.me c616029 v616029879/1944b nsytreaqrou.jpg background repeat repeat supercontentssub padding 30px 40px 0px 40px superfooter width 800px height 44px background image url('http://cs540105.vk.me c616029 v616029879/1945b/8afy8odthus.jpg superboxcontent padding 0px 80px 0px 80px margin 0px superboxcontent p padding 0px 0px 10px 0px margin 0px line height 20px superboxcontent ul padding 0px 0px 0px 28px margin 0px list style type disc superboxcontent li line height 20px productdescription width 800px productdescriptiontop width 800px height 83px background image url('http://cs617329.vk.me v617329879/1847d wdpbkvmdw8g.jpg productdescriptioncontent width 800px background image url('http://cs540105.vk.me c616029 v616029879/1940a/-loa__9fwvy.jpg productdescriptionbottom width 800px height 53px background image url('http://cs540105.vk.me c616029 v616029879/19412 fftjrg7jjjk.jpg customerservice width 800px customerservicetop width 800px height 83px background image url('http://cs617329.vk.me v617329879/18485 aawoakbunwm.jpg customerservicecontent width 800px background image url('http://cs540105.vk.me c616029 v616029879/1946a wnlrt2ysfsk.jpg background image url('https://lh5.googleusercontent.com/-xts6rzrupai va5m1ewyahi aaaaaaaaam8 o_z2i9tcfdc s2048 contact_contents_800x800.jpg customerservicebottom width 800px height 53px background image url('http://cs540105.vk.me c616029 v616029879/1942b ztksyqo6jfu.jpg companypolicy width 800px companypolicytop width 800px height 83px background image url('http://cs617329.vk.me v617329879/1846e rcu6p48oyb0.jpg companypolicycontent width 800px background image url('http://cs540105.vk.me c616029 v616029879/1943b jsgg3mupd7y.jpg companypolicybottom width 800px height 53px background image url('http://cs540105.vk.me c616029 v616029879/19443 bkvoca1mne8.jpg html5 element sub image > thumbnail list ul#superthumb ul#superthumbs li margin 0 pad 0 list style ul#superthumbs li float leave background ffffff border 1px solid cccccc margin 0px 0px 10px 10px padding 8px -moz border radius 10px border radius 10px ul#superthumb float leave display block width 150px height 150px line height 100px overflow hide position relative z index 1 ul#superthumb img float leave width 100 height 100 border 0px sub image > mouse ul#superthumbs hover overflow visible z index 1000 border ul#superthumb hover img background ffffff border 1px solid cccccc pad 10px -moz border radius 10px border radius 10px position absolute top:-20px left:-50px width auto height auto sub image > clearing float ul#superthumb li#superthumb content display block height 0 clear visibility hide ul#superthumb li#superthumb display block ul#superthumb li#superthumbs min height 1 html ul#superthumbs html li#superthumbs height 1 superwrapper width 800px margin leave auto margin right auto;ф font family arial helvetica san serif font size 12px superwrapper p margin 0px pad 0px 0px 15px 0px line height 20px superwrapper h1 padding 5px 0px 15px 0px margin 0px font size 26px font weight bold letter spacing -1px color 0033cc superwrapper font weight bold text decoration underline color 990000 superwrapper hover text decoration superheader width:800px height 240px background image url('http://cs540105.vk.me c616029 v616029879/19472 obk1o9gzrvc.jpg superheaderlogo padding 10px 0px 59px 50px font family arial helvetica san serif font size 50px letter spacing -3px font weight bold margin 0px color ffffff text shadow 1px 1px 1px 000 superheadermenu margin 0px superheadermenu ul.navi padding 0px margin 0px 0px 0px 0px width 800px text align center position absolute 185px superheadermenu ul.navi li height 22px padding 0 10px 0 10px margin 0px display inline superheadermenu ul.navi li padding 0px 8px 5px 8px font 16px georgia color ffffff text decoration underline text indent 0px font weight normal margin 0 width inherit letter spacing -1px line height 30px superheadermenu ul.navi li hover color e0e6ee color ff0045 supercontentswrapper width 800px background image url('http://cs540105.vk.me c616029 v616029879/19453 v5wbjwowjhs.jpg supercontent width 800px background image url('http://cs540105.vk.me c616029 v616029879/1944b nsytreaqrou.jpg background repeat repeat supercontentssub padding 30px 40px 0px 40px superfooter width 800px height 44px background image url('http://cs540105.vk.me c616029 v616029879/1945b/8afy8odthus.jpg superboxcontent padding 0px 80px 0px 80px margin 0px superboxcontent p padding 0px 0px 10px 0px margin 0px line height 20px superboxcontent ul padding 0px 0px 0px 28px margin 0px list style type disc superboxcontent li line height 20px productdescription width 800px productdescriptiontop width 800px height 83px background image url('http://cs617329.vk.me v617329879/1847d wdpbkvmdw8g.jpg productdescriptioncontent width 800px background image url('http://cs540105.vk.me c616029 v616029879/1940a/-loa__9fwvy.jpg productdescriptionbottom width 800px height 53px background image url('http://cs540105.vk.me c616029 v616029879/19412 fftjrg7jjjk.jpg customerservice width 800px customerservicetop width 800px height 83px background image url('http://cs617329.vk.me v617329879/18485 aawoakbunwm.jpg customerservicecontent width 800px background image url('http://cs540105.vk.me c616029 v616029879/1946a wnlrt2ysfsk.jpg background image url('https://lh5.googleusercontent.com/-xts6rzrupai va5m1ewyahi aaaaaaaaam8 o_z2i9tcfdc s2048 contact_contents_800x800.jpg customerservicebottom width 800px height 53px background image url('http://cs540105.vk.me c616029 v616029879/1942b ztksyqo6jfu.jpg companypolicy width 800px companypolicytop width 800px height 83px background image url('http://cs617329.vk.me v617329879/1846e rcu6p48oyb0.jpg companypolicycontent width 800px background image url('http://cs540105.vk.me c616029 v616029879/1943b jsgg3mupd7y.jpg companypolicybottom width 800px height 53px background image url('http://cs540105.vk.me c616029 v616029879/19443 bkvoca1mne8.jpg html5 element sub image > thumbnail list ul#superthumb ul#superthumbs li margin 0 pad 0 list style ul#superthumbs li float leave background ffffff border 1px solid cccccc margin 0px 0px 10px 10px padding 8px -moz border radius 10px border radius 10px ul#superthumb float leave display block width 150px height 150px line height 100px overflow hide position relative z index 1 ul#superthumb img float leave width 100 height 100 border 0px sub image > mouse ul#superthumbs hover overflow visible z index 1000 border ul#superthumb hover img background ffffff border 1px solid cccccc pad 10px -moz border radius 10px border radius 10px position absolute top:-20px left:-50px width auto height auto sub image > clearing float ul#superthumb li#superthumb content display block height 0 clear visibility hide ul#superthumb li#superthumb display block ul#superthumb li#superthumbs min height 1 html ul#superthumbs html li#superthumbs height 1 superwrapper width 800px margin leave auto margin right auto;ф font family arial helvetica san serif font size 12px superwrapper p margin 0px pad 0px 0px 15px 0px line height 20px superwrapper h1 padding 5px 0px 15px 0px margin 0px font size 26px font weight bold letter spacing -1px color 0033cc superwrapper font weight bold text decoration underline color 990000 superwrapper hover text decoration superheader width:800px height 240px background image url('http://cs540105.vk.me c616029 v616029879/19472 obk1o9gzrvc.jpg superheaderlogo padding 10px 0px 59px 50px font family arial helvetica san serif font size 50px letter spacing -3px font weight bold margin 0px color ffffff text shadow 1px 1px 1px 000 superheadermenu margin 0px superheadermenu ul.navi padding 0px margin 0px 0px 0px 0px width 800px text align center position absolute 185px superheadermenu ul.navi li height 22px padding 0 10px 0 10px margin 0px display inline superheadermenu ul.navi li padding 0px 8px 5px 8px font 16px georgia color ffffff text decoration underline text indent 0px font weight normal margin 0 width inherit letter spacing -1px line height 30px superheadermenu ul.navi li hover color e0e6ee color ff0045 supercontentswrapper width 800px background image url('http://cs540105.vk.me c616029 v616029879/19453 v5wbjwowjhs.jpg supercontents width 800px background image url('http://cs540105.vk.me c616029 v616029879/1944b nsytreaqrou.jpg background repeat repeat supercontentssub padding 30px 40px 0px 40px superfooter width 800px height 44px background image url('http://cs540105.vk.me c616029 v616029879/1945b/8afy8odthus.jpg superboxcontent padding 0px 80px 0px 80px margin 0px superboxcontent p padding 0px 0px 10px 0px margin 0px line height 20px superboxcontent ul padding 0px 0px 0px 28px margin 0px list style type disc superboxcontent li line height 20px productdescription width 800px productdescriptiontop width 800px height 83px background image url('http://cs617329.vk.me v617329879/1847d wdpbkvmdw8g.jpg productdescriptioncontents width 800px background image url('http://cs540105.vk.me c616029 v616029879/1940a/-loa__9fwvy.jpg productdescriptionbottom width 800px height 53px background image url('http://cs540105.vk.me c616029 v616029879/19412 fftjrg7jjjk.jpg customerservice width 800px customerservicetop width 800px height 83px background image url('http://cs617329.vk.me v617329879/18485 aawoakbunwm.jpg customerservicecontent width 800px background image url('http://cs540105.vk.me c616029 v616029879/1946a wnlrt2ysfsk.jpg background image url('https://lh5.googleusercontent.com/-xts6rzrupai va5m1ewyahi aaaaaaaaam8 o_z2i9tcfdc s2048 contact_contents_800x800.jpg customerservicebottom width 800px height 53px background image url('http://cs540105.vk.me c616029 v616029879/1942b ztksyqo6jfu.jpg companypolicy width 800px companypolicytop width 800px height 83px background image url('http://cs617329.vk.me v617329879/1846e rcu6p48oyb0.jpg companypolicycontent width 800px background image url('http://cs540105.vk.me c616029 v616029879/1943b jsgg3mupd7y.jpg companypolicybottom width 800px height 53px background image url('http://cs540105.vk.me c616029 v616029879/19443 bkvoca1mne8.jpg html5 element sub image > thumbnail list ul#superthumb ul#superthumbs li margin 0 pad 0 list style ul#superthumbs li float leave background ffffff border 1px solid cccccc margin 0px 0px 10px 10px padding 8px -moz border radius 10px border radius 10px ul#superthumb float leave display block width 150px height 150px line height 100px overflow hide position relative z index 1 ul#superthumb img float leave width 100 height 100 border 0px sub image > mouse ul#superthumbs hover overflow visible z index 1000 border ul#superthumb hover img background ffffff border 1px solid cccccc pad 10px -moz border radius 10px border radius 10px position absolute top:-20px left:-50px width auto height auto sub image > clearing float ul#superthumb li#superthumb content display block height 0 clear visibility hide ul#superthumb li#superthumbs display block ul#superthumb li#superthumbs min height 1 html ul#superthumbs html li#superthumbs height 1 < ul > < li > add favorite sellers</li > < li > visit seller ebay store</li > < li > feedbacks</li > < /ul > search store < /td></tr></table >
